"Mune Arc-length","Mune Normalised Arc-length","Mune Position","Mune Curvature","Toshin Haba","Toshin Kasane","Shinogi Haba","Mass-per-length Maximum Posterior","Centre-of-Mass Mune Normal Displacement"
"65.58310831339433","0.5276381909547738","-2.3474818614374993","0.0031797478335103403","2.91309745633593","0.5040537690772342","0.9558941321738376","12.728952050420325","2.636624803175554"
"65.95428178863546","0.5326633165829145","-2.393359857478692","0.003178341432319316","2.907227265413609","0.5034148485534079","0.9539052783128903","12.696570766494636","2.6300744019195266"
"66.32545526387656","0.5376884422110553","-2.439676937064445","0.003176922807656579","2.901308755356422","0.502779458672001","0.9519195589728394","12.664189482568949","2.623524000663499"
"66.69662873911768","0.542713567839196","-2.4864331001947617","0.003175491995790927","2.8953419261643694","0.5021475994330136","0.9499369741536849","12.63180819864326","2.6169735994074714"
"67.06780221435879","0.5477386934673367","-2.533628346869638","0.003174049033245173","2.889326777837451","0.5015192708364457","0.9479575238554266","12.59942691471757","2.6104231981514436"
"67.4389756895999","0.5527638190954773","-2.581262677089076","0.0031725939567939032","2.883263310375666","0.5008944728822972","0.9459812080780647","12.566611092932618","2.603820570437257"
"67.81014916484102","0.5577889447236181","-2.6293360908530747","0.003171126803461223","2.8771515237790153","0.5002732055705681","0.9440080268215991","12.532905463486259","2.5971109980654123"
"68.18132264008213","0.5628140703517588","-2.677848588161636","0.0031696476252805537","2.870991418047498","0.49965546890125845","0.9420379800860299","12.499199834039901","2.590401425693568"
"68.55249611532325","0.5678391959798995","-2.7268001690147585","0.0031681564239344614","2.8647829931811146","0.4990412628743683","0.9400710678713567","12.465494204593544","2.5836918533217235"
"68.92366959056436","0.5728643216080402","-2.77619083341244","0.003166653259951461","2.8585262491798655","0.49843058748989755","0.9381072901775801","12.431788575147186","2.5769822809498795"
"69.29484306580547","0.5778894472361809","-2.8260205813546824","0.0031651381714034683","2.852221186043751","0.49782344274784623","0.9361466470046999","12.398082945700827","2.570272708578035"
"69.66601654104659","0.5829145728643216","-2.8762894128414898","0.003163611196601104","2.8458678037727694","0.49721982864821435","0.9341891383527157","12.363153889280849","2.5634170191387637"
"70.0371900162877","0.5879396984924623","-2.9269973278728543","0.0031620723740913704","2.839466102366922","0.49661974519100205","0.932234764221628","12.32811014287024","2.556547631975431"
"70.40836349152882","0.592964824120603","-2.978144326448784","0.0031605217426553213","2.8330160818262087","0.49602319237620907","0.9302835246114365","12.293066396459633","2.549678244812098"
"70.77953696676992","0.5979899497487438","-3.0297304085692707","0.0031589593413057174","2.8265177421506293","0.4954301702038355","0.9283354195221415","12.258022650049025","2.542808857648765"
"71.15071044201103","0.6030150753768844","-3.08175557423432","0.003157385209284681","2.8199710833401843","0.4948406786738815","0.9263904489537427","12.222978903638419","2.5359394704854323"
"71.52188391725215","0.6080402010050251","-3.1342198234439307","0.003155799386061341","2.8133761053948723","0.49425471778634683","0.9244486129062403","12.187267028684575","2.528989244981446"
"71.89305739249326","0.6130653266331658","-3.187123156198104","0.0031542019113294626","2.806732808314695","0.49367228754123166","0.9225099113796341","12.150888266348495","2.521958331307603"
"72.26423086773438","0.6180904522613065","-3.240465572496838","0.003152592825005085","2.800041192099651","0.4930933879385359","0.9205743443739243","12.114509504012414","2.5149274176337593"
"72.63540434297549","0.6231155778894473","-3.29424707234013","0.0031509721672241366","2.7933012567497415","0.49251801897825964","0.9186419118891107","12.078130741676333","2.5078965039599157"
"73.00657781821661","0.628140703517588","-3.3484676557279878","0.0031493399783400554","2.786513002264966","0.49194618066040274","0.9167126139251934","12.041751979340251","2.5008655902860726"
"73.37775129345772","0.6331658291457286","-3.4031273226604046","0.0031476962989213887","2.779676428645324","0.4913778729849654","0.9147864504821726","12.005260297026277","2.4938213889967393"
"73.74892476869883","0.6381909547738693","-3.4582260731373813","0.0031460411909122908","2.772791535890816","0.4908130959519474","0.912863421560048","11.967578206133787","2.4866371089386865"
"74.12009824393995","0.6432160804020101","-3.513763907158922","0.003144374645235963","2.765858324001442","0.4902518495613488","0.9109435271588198","11.929896115241295","2.479452828880634"
"74.49127171918106","0.6482412060301508","-3.569740824725022","0.0031426967336920697","2.758876792977202","0.4896941338131698","0.9090267672784879","11.892214024348805","2.4722685488225817"
"74.86244519442218","0.6532663316582915","-3.626156825835684","0.0031410074977495516","2.751846942818096","0.4891399487074102","0.9071131419190521","11.854531933456313","2.465084268764529"
"75.23361866966329","0.6582914572864321","-3.683011910490907","0.0031393069790808356","2.7447687735241244","0.48858929424407","0.9052026510805128","11.816849842563823","2.4578999887064765"
"75.6047921449044","0.6633165829145728","-3.74030607869069","0.003137595219559387","2.737642285095286","0.48804217042314924","0.90329529476287","11.778283660878428","2.450611389404285"
"75.97596562014552","0.6683417085427136","-3.798039330435037","0.0031358722612573327","2.730467477531582","0.48749857724464796","0.9013910729661232","11.739287551396377","2.4432720603092477"
"76.34713909538662","0.6733668341708543","-3.8562116657239427","0.0031341381464427887","2.7232443508330113","0.4869585147085661","0.8994899856902728","11.700291441914327","2.4359327312142103"
"76.71831257062775","0.678391959798995","-3.914823084557411","0.0031323929175777667","2.715972904999575","0.4864219828149037","0.8975920329353188","11.661295332432276","2.4285934021191724"
"77.08948604586885","0.6834170854271356","-3.9738735869354382","0.0031306366173154644","2.7086531400312728","0.4858889815636607","0.8956972147012611","11.622299222950227","2.421254073024135"
"77.46065952110996","0.6884422110552764","-4.033363172858027","0.0031288692884978756","2.7012850559281043","0.4853595109548372","0.8938055309880996","11.582964661985706","2.413875009988349"
"77.83183299635108","0.6934673366834171","-4.09329184232518","0.003127090974153329","2.6938686526900693","0.48483357098843316","0.8919169817958345","11.542661736351826","2.406382261693705"
"78.20300647159219","0.6984924623115578","-4.153659595336892","0.003125301717494023","2.6864039303171694","0.4843111616644485","0.8900315671244656","11.502358810717949","2.398889513399062"
"78.57417994683331","0.7035175879396985","-4.2144664318931655","0.0031235015619135572","2.6788908888094025","0.4837922829828833","0.8881492869739932","11.46205588508407","2.3913967651044183"
"78.94535342207442","0.7085427135678392","-4.275712351994001","0.0031216905509844576","2.67132952816677","0.4832769349437376","0.886270141344417","11.421752959450192","2.383904016809775"
"79.31652689731553","0.7135678391959799","-4.3373973556393945","0.0031198687284557125","2.6637198483892717","0.48276511754701124","0.8843941302357372","11.381450033816312","2.3764112685151315"
