"arclength","normalised arclength","mune position","mune curvature","blade haba","blade kasane","shinogi haba","mass-per-length inferred mean"
"27.760000000000037","0.0","-0.002186533414167205","0.007208678710393396","3.2412692816251827","0.5927080302203381","0.9999999999995384","3.17392535282599"
"28.131145912032373","0.005025125628140704","-0.005100341079062029","0.005755441070704709","3.237556729283116","0.5868821135277241","1.003743450612801","3.4736152981360946"
"28.502291824064713","0.010050251256281407","-0.006534183386060044","0.004398230245849624","3.233174377125562","0.5818312801515514","1.0072833121262914","3.7733052434462024"
"28.87343773609705","0.01507537688442211","-0.00679294134712112","0.0031354321894434007","3.2282504367511655","0.5774855358879194","1.0106237330311458","4.072995188756307"
"29.24458364812939","0.020100502512562814","-0.006153866031014699","0.001965131149552588","3.222900847482373","0.5737788528952342","1.013768824645293","4.3726851340664155"
"29.615729560161725","0.02512562814070352","-0.004868167911228433","8.851530522481208E-4","3.2172299887305282","0.5706490620555122","1.0167226611134574","4.67237507937652"
"29.98687547219406","0.03015075376884422","-0.0031625538531935976","1.0689365646848121E-4","3.2113313672762285","0.5680377426805558","1.0194892794071608","4.972065024686625"
"30.3580213842264","0.035175879396984924","-0.0012407120025670626","0.0010135904970248943","3.205288279930379","0.5658901099377027","1.0220726793247186","5.271754969996732"
"30.729167296258737","0.04020100502512563","7.152551012292452E-4","0.0018376689651120254","3.199174452043085","0.564154900354307","1.024476823491242","5.571444915306837"
"31.100313208291077","0.04522613065326633","0.0025434488150236356","0.002582004453871161","3.193054652319462","0.5627842557465071","1.0267056373586372","5.8711348606169445"
"31.471459120323413","0.05025125628140704","0.00410084365013938","0.003249585609174804","3.186985284399319","0.5617336059035553","1.0287630092056055","6.158816062529884"
"31.84260503235575","0.05527638190954774","0.005262007018691006","0.003843499740670848","3.1810149556540326","0.5609615503448082","1.0306527901376439","6.176367033659684"
"32.21375094438809","0.06030150753768844","0.005917868936827497","0.0043669265403795034","3.175185023651169","0.5604297394536065","1.0323787940870455","6.1939180047894835"
"32.58489685642043","0.06532663316582915","0.005974541108026865","0.004823103538588415","3.1695301207321727","0.5601027552778548","1.0339447978128964","6.211468975919283"
"32.95604276845276","0.07035175879396985","0.005352184761321099","0.005215333550385314","3.1640786571487864","0.559947992274953","1.0353545409010803","6.229019947049083"
"33.3271886804851","0.07537688442211055","0.003983926584441189","0.0055469610079160745","3.1588533031961044","0.5599355382646821","1.036611725764275","6.246570918178882"
"33.69833459251744","0.08040201005025126","0.0018148220475899257","0.005821360943999563","3.153871450781154","0.5600380558421258","1.0377200176419537","6.264121889308683"
"34.06948050454977","0.08542713567839195","-0.0011991346313398599","0.006041929158602918","3.149145654863904","0.5602306644889875","1.0386830446003856","6.281672860438482"
"34.44062641658211","0.09045226130653267","-0.005091954641992025","0.006212064791761519","3.144684055195096","0.5604908236098403","1.0395043975326348","6.299223831568282"
"34.81177232861445","0.09547738693467336","-0.009888553682880219","0.006335163304028665","3.140490778789899","0.5607982167081411","1.0401876301585593","6.316774802698082"
"35.182918240646785","0.10050251256281408","-0.015605606839735442","0.006414601581200406","3.1365663235584185","0.5611346369046823","1.0407362590248146","6.332760987995754"
"35.554064152679125","0.10552763819095477","-0.022252360116709613","0.006453726466199793","3.1329079235155857","0.5614838739884735","1.04115376350485","6.331930057918777"
"35.925210064711464","0.11055276381909548","-0.02983139951477487","0.0064558440392484635","3.129509895997035","0.56183160318071","1.0414435857989108","6.331099127841801"
"36.2963559767438","0.11557788944723618","-0.03833937857916647","0.006424207847464859","3.1263639712968496","0.5621652757794339","1.0416091309340383","6.330268197764824"
"36.66750188877614","0.12060301507537688","-0.04776770536852337","0.006362008971436724","3.123459605145256","0.5624740118423306","1.0416537667640666","6.329437267687848"
"37.03864780080848","0.12562814070351758","-0.058103189801839594","0.0062723658536548","3.120784274441018","0.5627484950539484","1.0415808239696283","6.328606337610871"
"37.409793712840816","0.1306532663316583","-0.06932865237751074","0.006158313880326706","3.1183237566500392","0.5629808699139636","1.041393596058148","6.3277754075338954"
"37.78093962487315","0.135678391959799","-0.08142349526480142","0.006022800162300443","3.1160623932820886","0.56316464137097","1.0410953393638482","6.326944477456919"
"38.15208553690549","0.1407035175879397","-0.09436423678713801","0.005868672236802868","3.1139833378528055","0.5632945770182609","1.0406892730477457","6.326113547379943"
"38.52323144893782","0.1457286432160804","-0.10812501033040434","0.005698672745287125","3.112068788737858","0.5633666119567208","1.040178579097652","6.325282617302966"
"38.89437736097016","0.1507537688442211","-0.1226780287222311","0.005515432395549201","3.1103002073218042","0.5633777564209493","1.0395664023281757","6.324451391163223"
"39.2655232730025","0.15577889447236182","-0.13799401513601772","0.005321467580890542","3.1086585218464995","0.5633260062546526","1.0388558503807188","6.323618142474374"
"39.63666918503484","0.16080402010050251","-0.15404260158497296","0.005119171822743747","3.107124317354202","0.5632102563128936","1.0380499937234795","6.322784893785525"
"40.00781509706717","0.1658291457286432","-0.1707926960775752","0.0049108145734564216","3.1056780121308414","0.5630302168593937","1.0371518656514507","6.321951645096676"
"40.37896100909951","0.1708542713567839","-0.18821281951421032","0.0046985355689074205","3.104300021037673","0.5627863330181366","1.036164462286421","6.321118396407827"
"40.75010692113185","0.17587939698492464","-0.206271413396379","0.00448434885576096","3.102970906128837","0.5624797073292718","1.0350907425769746","6.320285147718978"
"41.12125283316419","0.18090452261306533","-0.22493711944591954","0.004270133946485574","3.1016715149506973","0.5621120254540783","1.0339336282984906","6.3194518990301285"
"41.492398745196525","0.18592964824120603","-0.2441790322025672","0.004057638081742593","3.100383106902087","0.5616854850601267","1.032696004053144","6.318618650341279"
"41.863544657228864","0.19095477386934673","-0.2639669257008239","0.003848476082867241","3.099087468057723","0.5612027279156715","1.0313807172699037","6.31778540165243"
"42.234690569261204","0.19597989949748743","-0.2842714552888408","0.003644129656740642","3.097767014827595","0.560666775210297","1.0299905782045342","6.316952152963581"
"42.60583648129354","0.20100502512562815","-0.3050643356860179","0.0034459505559764157","3.0964048868465435","0.5600809661144783","1.0285283599395973","6.316119835244435"
"42.976982393325876","0.20603015075376885","-0.32631849633503673","0.00325515788248902","3.09498502946582","0.5594488995794586","1.026996798384448","6.315292054713836"
"43.348128305358216","0.21105527638190955","-0.34800821513793245","0.0030728418110065525","3.093492266238043","0.5587743793777427","1.0253985922752369","6.314464274183237"
"43.71927421739055","0.21608040201005024","-0.3701092316097929","0.0028999659373311806","3.0919123617598125","0.5580613623718942","1.023736403174909","6.313636493652638"
