"Mune Arc-length","Mune Normalised Arc-length","Mune Position","Mune Curvature","Toshin Haba","Toshin Kasane","Shinogi Haba","Mass-per-length Maximum Posterior"
"80.43004732303888","0.7286432160804021","-4.525086867842951","0.0031143388556273636","2.6406008942475783","0.48125084921134903","0.8787849040350755","5.570600254869443"
"80.80122079827999","0.7336683417085427","-4.588528205666591","0.0031124742192640397","2.632797937930616","0.4807531543843005","0.8769214310099809","5.536043403847174"
"81.17239427352109","0.7386934673366834","-4.6524086270347915","0.0031105989943095063","2.624946662478787","0.48025899019967144","0.8750610925057826","5.501486552824905"
"81.54356774876221","0.7437185929648241","-4.716728131947557","0.003108713225574745","2.6170470678920914","0.47976835665746176","0.8732038885224807","5.466198212438052"
"81.91474122400334","0.7487437185929648","-4.781486720404882","0.0031068169580300755","2.60909915417053","0.4792812537576716","0.8713498190600749","5.430872058921086"
"82.28591469924444","0.7537688442211056","-4.846684392406767","0.0031049102368026524","2.6011029213141033","0.4787976815003009","0.8694988841185656","5.3953797441923586"
"82.65708817448555","0.7587939698492462","-4.912321147953213","0.0031029931071739673","2.59305836932281","0.4783176398853495","0.8676510836979526","5.359286429750885"
"83.02826164972666","0.7638190954773869","-4.97839698704422","0.003101065614577361","2.5849654981966514","0.47784112891281766","0.865806417798236","5.32319311530941"
"83.39943512496778","0.7688442211055276","-5.044911909679789","0.003099127804595519","2.5768243079356257","0.4773681485827052","0.8639648864194155","5.286730715739936"
"83.7706086002089","0.7738693467336684","-5.111865915859921","0.0030971797229579832","2.568634798539734","0.47689869889501224","0.8621264895614913","5.249872199920185"
"84.14178207545001","0.7788944723618091","-5.179259005584612","0.0030952214155386478","2.560396970008976","0.47643277984973875","0.8602912272244637","5.213013684100435"
"84.51295555069112","0.7839195979899497","-5.2470911788538634","0.0030932529283532718","2.5521108223433533","0.4759703914468847","0.8584590994083323","5.175584220484803"
"84.88412902593224","0.7889447236180904","-5.315362435667678","0.003091274307556983","2.5437763555428634","0.47551153368645005","0.8566301061130971","5.137962489260112"
"85.25530250117335","0.7939698492462312","-5.384072776026053","0.0030892855994417833","2.535393569607508","0.47505620656843484","0.8548042473387583","5.10033023288627"
"85.62647597641447","0.7989949748743719","-5.45322219992899","0.003087286850434056","2.526962464537286","0.47460441009283905","0.8529815230853157","5.061947298162428"
"85.99764945165558","0.8040201005025126","-5.522810707376486","0.003085278107092082","2.5184830403321983","0.4741561442596628","0.8511619333527696","5.023564363438588"
"86.36882292689668","0.8090452261306532","-5.592838298368544","0.003083259416103544","2.5099552969922447","0.47371140906890585","0.8493454781411197","4.9849691872311395"
"86.7399964021378","0.8140703517587939","-5.663304972905165","0.0030812308242830436","2.5013792345174246","0.47327020452056845","0.847532157450366","4.94582708636886"
"87.11116987737891","0.8190954773869347","-5.734210730986344","0.0030791923785696207","2.492754852907739","0.47283253061465047","0.845721971280509","4.906684985506582"
"87.48234335262003","0.8241206030150754","-5.805555572612089","0.0030771441260242626","2.484082152163187","0.4723983873511519","0.843914919631548","4.867130126984139"
"87.85351682786114","0.8291457286432161","-5.877339497782391","0.0030750861138274348","2.475361132283769","0.4719677747300729","0.8421110025034834","4.8272311124880884"
"88.22469030310225","0.8341708542713567","-5.949562506497255","0.0030730184179055806","2.466591793269485","0.47154069275141325","0.840310219896315","4.787332097992037"
"88.59586377834337","0.8391959798994975","-6.022224598756681","0.0030709410193059472","2.457774135120334","0.471117141415173","0.8385125718100431","4.74682044893484"
"88.96703725358448","0.8442211055276382","-6.095325774560666","0.0030688540049692934","2.4489081578363185","0.4706971207213523","0.8367180582446674","4.7061660854364735"
"89.3382107288256","0.8492462311557789","-6.168866033909217","0.003066757422575685","2.4399938614174363","0.47028063066995096","0.834926679200188","4.665453901053452"
"89.70938420406671","0.8542713567839196","-6.242845376802325","0.0030646513199124236","2.4310312458636876","0.4698676712609691","0.833138434676605","4.624046724730894"
"90.08055767930782","0.8592964824120602","-6.317263803239993","0.0030625357448715814","2.422020311175073","0.4694582424944067","0.8313533246739183","4.582639548408335"
"90.45173115454894","0.864321608040201","-6.392121313222227","0.0030604107454475387","2.412961057351593","0.4690523443702637","0.8295713491921278","4.54097522909605"
"90.82290462979005","0.8693467336683417","-6.46741790674902","0.0030582763697345277","2.403853484393246","0.46864997688854015","0.8277925082312338","4.498817382808592"
"91.19407810503117","0.8743718592964824","-6.543153583820373","0.00305613266592418","2.3946975923000338","0.468251140049236","0.826016801791236","4.456659536521132"
"91.56525158027227","0.8793969849246231","-6.619328344436289","0.0030539796823030757","2.3854933810719556","0.4678558338523514","0.8242442298721346","4.414046378149942"
"91.9364250555134","0.8844221105527639","-6.695942188596765","0.003051817467250304","2.3762408507090105","0.4674640582978862","0.8224747924739293","4.371140027941875"
"92.3075985307545","0.8894472361809045","-6.772995116301803","0.0030496460692350253","2.3669400012111996","0.4670758133858404","0.8207084895966206","4.328233677733809"
"92.67877200599561","0.8944723618090452","-6.8504871275514","0.00304746553681403","2.357590832578523","0.4666910991162141","0.818945321240208","4.284675017407286"
"93.04994548123673","0.8994974874371859","-6.928418222345562","0.003045275918629326","2.34819334481098","0.46630991548900724","0.8171852874046919","4.241022352009448"
"93.42111895647784","0.9045226130653267","-7.0067884006842815","0.0030430772634057017","2.3387475379085707","0.4659322625042198","0.815428388090072","4.197265671305429"
"93.79229243171896","0.9095477386934674","-7.085597662567566","0.0030408696199483217","2.3292534118712958","0.4655581401618518","0.8136746232963483","4.152868901626087"
"94.16346590696007","0.914572864321608","-7.164846007995409","0.0030386530371403126","2.319710966699155","0.4651875484619033","0.8119239930235211","4.1084721319467485"
"94.53463938220118","0.9195979899497487","-7.244533436967813","0.00303642756394036","2.3101202023921483","0.46482048740437426","0.8101764972715902","4.063774510458222"
"94.9058128574423","0.9246231155778895","-7.32465994948478","0.0030341932493803112","2.300481118950275","0.4644569569892646","0.8084321360405555","4.018635869104226"
"95.2769863326834","0.9296482412060302","-7.405225545546306","0.003031950142562787","2.290793716373536","0.46409695721657435","0.8066909093304172","3.9734972277502316"
"95.64815980792453","0.9346733668341709","-7.4862302251523944","0.0030296982926587943","2.2810579946619307","0.4637404880863035","0.8049528171411753","3.9278620989001323"
"96.01933328316564","0.9396984924623115","-7.567673988303045","0.003027437748905355","2.271273953815459","0.46338754959845224","0.8032178594728295","3.8819838396446955"
